soc_code,general_occupation,subtype,occupational_title,estimated_employment_2014,projected_employment_2024,percent_change_2014_2024,annual_average_percent_change,new_jobs,replace_ment_needs,total_jobs,median_hourly,median_annual,entry_level_education,work_experience,on_the_job_training
29_2021,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Dental Hygienists,20500,23600,15.1,1.5,310,340,650,47.120000000000005,98010,Associate's degree,No experience necessary,Apprenticeship
29_2031,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Cardiovascular Technologists and Technicians,4e3,5e3,25,2.5,110,80,180,32.9,68438,Associate's degree,No experience necessary,Apprenticeship
29_2032,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Diagnostic Medical Sonographers,5100,6600,29.4,2.9,160,100,250,47.05,97878,Associate's degree,No experience necessary,Apprenticeship
29_2033,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Nuclear Medicine Technologists,1600,1700,6.3,0.6,10,30,40,51.339999999999996,106786,Associate's degree,No experience necessary,Apprenticeship
29_2034,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Radiologic Technologists,16600,18900,13.9,1.4,230,310,540,36.57,76067,Associate's degree,No experience necessary,Apprenticeship
29_2035,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Magnetic Resonance Imaging Technologists,2700,3100,14.8,1.5,40,50,90,42.77,88971,Associate's degree,Less than 5 years,Apprenticeship
29_2041,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Emergency Medical Technicians and Paramedics,16600,20600,24.1,2.4,400,270,670,16.21,33722,Postsecondary non-degree award,No experience necessary,Apprenticeship
29_2051,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Dietetic Technicians,3700,4300,16.2,1.6,70,40,100,17.17,35700,Associate's degree,No experience necessary,Apprenticeship
29_2052,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Pharmacy Technicians,32700,36500,11.6,1.2,380,320,700,18.75,38997,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
29_2053,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Psychiatric Technicians,8200,8300,1.2,0.1,10,80,90,28.779999999999998,59865,Postsecondary non-degree award,Less than 5 years,Short-term on-the-job-training
29_2055,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Surgical Technologists,9300,10800,16.1,1.6,160,90,250,28.419999999999998,59114,Postsecondary non-degree award,No experience necessary,Apprenticeship
29_2056,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Veterinary Technologists and Technicians,9400,12200,29.8,3,280,90,370,18.27,38003,Associate's degree,No experience necessary,Apprenticeship
29_2057,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Ophthalmic Medical Technicians,4e3,5e3,25,2.5,100,40,140,18.22,37901,Postsecondary non-degree award,No experience necessary,Apprenticeship
29_2061,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Licensed Practical and Licensed Vocational Nurses,65700,79400,20.9,2.1,1370,1870,3240,25.36,52743,Postsecondary non-degree award,No experience necessary,Apprenticeship
29_2071,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,Medical Records and Health Information Technicians,18900,22600,19.6,2,370,420,790,21.38,44465,Postsecondary non-degree award,No experience necessary,Apprenticeship
29_2081,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,"Opticians, Dispensing",7700,9100,18.2,1.8,140,210,350,19.21,39961,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
29_2099,Healthcare Practitioners and Technical Occupations,Health Technologists and Technicians,"Health Technologists and Technicians, All Other",13300,16700,25.6,2.6,340,130,470,22.68,47174,High school diploma or equivalent,No experience necessary,Apprenticeship
29_9011,Healthcare Practitioners and Technical Occupations,Other Healthcare Support Occupations,Occupational Health and Safety Specialists,5900,6700,13.6,1.4,80,120,200,39.14,81413,Bachelor's degree,No experience necessary,Apprenticeship
29_9012,Healthcare Practitioners and Technical Occupations,Other Healthcare Support Occupations,Occupational Health and Safety Technicians,1100,1300,18.2,1.8,20,20,50,25.4,52835,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
29_9091,Healthcare Practitioners and Technical Occupations,Other Healthcare Support Occupations,Athletic Trainers,1600,2e3,25,2.5,40,30,70,6,47529,Bachelor's degree,No experience necessary,Apprenticeship
29_9099,Healthcare Practitioners and Technical Occupations,Other Healthcare Support Occupations,"Healthcare Practitioners and Technical Workers, All Other",5400,6300,16.7,1.7,80,110,190,29.919999999999998,62239,Postsecondary non-degree award,No experience necessary,Apprenticeship
31_1011,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides",Home Health Aides,32900,45700,38.9,3.9,1280,740,2030,11.65,24209,No formal educational credential,No experience necessary,Short-term on-the-job-training
31_1013,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides",Psychiatric Aides,2200,2300,4.5,0.5,0,50,50,13.850000000000001,28797,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
31_1014,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides",Nursing Assistants,99700,118900,19.3,1.9,1910,2250,4170,14.29,29725,Postsecondary non-degree award,No experience necessary,Apprenticeship
31_1015,Healthcare Support Occupations,"Nursing, Psychiatric, and Home Health Aides",Orderlies,4100,4700,14.6,1.5,50,90,150,18.21,37883,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
31_2011,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Occupational Therapy Assistants,1900,2500,31.6,3.2,60,60,120,33.48,69648,Associate's degree,No experience necessary,Apprenticeship
31_2021,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Physical Therapist Assistants,4800,6300,31.3,3.1,150,140,290,32.39,67354,Associate's degree,No experience necessary,Apprenticeship
31_2022,Healthcare Support Occupations,Occupational Therapy and Physical Therapist Assistants and Aides,Physical Therapist Aides,6200,8200,32.3,3.2,200,180,380,13.48,28033,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
31_9011,Healthcare Support Occupations,Other Healthcare Support Occupations,Massage Therapists,26600,33e3,24.1,2.4,640,200,840,19.09,39698,Postsecondary non-degree award,No experience necessary,Apprenticeship
31_9091,Healthcare Support Occupations,Other Healthcare Support Occupations,Dental Assistants,48800,56400,15.6,1.6,760,1210,1970,18.18,37822,Postsecondary non-degree award,No experience necessary,Apprenticeship
31_9092,Healthcare Support Occupations,Other Healthcare Support Occupations,Medical Assistants,80900,103300,27.7,2.8,2230,1690,3920,16.6,34518,Postsecondary non-degree award,No experience necessary,Apprenticeship
31_9093,Healthcare Support Occupations,Other Healthcare Support Occupations,Medical Equipment Preparers,6500,7600,16.9,1.7,120,140,250,21.82,45388,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
31_9094,Healthcare Support Occupations,Other Healthcare Support Occupations,Medical Transcriptionists,4500,4400,-2.2,-0.2,0,90,90,22.24,46255,Postsecondary non-degree award,No experience necessary,Apprenticeship
31_9095,Healthcare Support Occupations,Other Healthcare Support Occupations,Pharmacy Aides,10300,10600,2.9,0.3,30,210,240,14.41,29970,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
31_9096,Healthcare Support Occupations,Other Healthcare Support Occupations,Veterinary Assistants and Laboratory Animal Caretakers,10600,12600,18.9,1.9,200,220,420,13.48,28033,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
31_9097,Healthcare Support Occupations,Other Healthcare Support Occupations,Phlebotomists,12700,15800,24.4,2.4,310,270,580,18.4,38261,Postsecondary non-degree award,No experience necessary,Apprenticeship
31_9099,Healthcare Support Occupations,Other Healthcare Support Occupations,"Healthcare Support Workers, All Other",12400,14100,13.7,1.4,170,260,430,20.459999999999997,42554,High school diploma or equivalent,No experience necessary,Apprenticeship
33_1011,Protective Service Occupations,Supervisors of Protective Service Workers,First-Line Supervisors of Correctional Officers,4700,5e3,6.4,0.6,30,140,170,43.68,90848,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job-training
33_1021,Protective Service Occupations,Supervisors of Protective Service Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,2400,2600,8.3,0.8,20,110,130,48.25,100362,Postsecondary non-degree award,Less than 5 years,Moderate-term on-the-job-training
33_2011,Protective Service Occupations,Fire Fighting and Prevention Workers,Firefighters,33200,35600,7.2,0.7,250,960,1210,32.48,67568,Postsecondary non-degree award,No experience necessary,Long-term on-the-job-training
33_3012,Protective Service Occupations,Law Enforcement Workers,Correctional Officers and Jailers,35100,37700,7.4,0.7,260,970,1230,37.2,77378,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
33_3021,Protective Service Occupations,Law Enforcement Workers,Detectives and Criminal Investigators,12700,13200,3.9,0.4,40,310,350,43.44,90369,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job-training
33_3041,Protective Service Occupations,Law Enforcement Workers,Parking Enforcement Workers,1700,1300,-23.5,-2.4,0,50,50,23.66,49202,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
33_3051,Protective Service Occupations,Law Enforcement Workers,Police and Sheriff's Patrol Officers,68700,73700,7.3,0.7,510,2260,2770,46.52,96763,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
33_9011,Protective Service Occupations,Other Protective Service Workers,Animal Control Workers,1600,1700,6.3,0.6,20,40,50,23.24,48336,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
33_9021,Protective Service Occupations,Other Protective Service Workers,Private Detectives and Investigators,5500,6400,16.4,1.6,90,150,240,22.93,47703,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job-training
33_9031,Protective Service Occupations,Other Protective Service Workers,Gaming Surveillance Officers and Gaming Investigators,1200,1300,8.3,0.8,10,20,20,16.35,33988,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
33_9032,Protective Service Occupations,Other Protective Service Workers,Security Guards,148900,171900,15.4,1.5,2300,2100,4400,12.05,25075,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
33_9091,Protective Service Occupations,Other Protective Service Workers,Crossing Guards,6800,7400,8.8,0.9,70,120,190,13.02,27094,No formal educational credential,No experience necessary,Short-term on-the-job-training
33_9092,Protective Service Occupations,Other Protective Service Workers,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",16900,18800,11.2,1.1,190,240,430,13.5,28084,No formal educational credential,No experience necessary,Short-term on-the-job-training
33_9093,Protective Service Occupations,Other Protective Service Workers,Transportation Security Screeners,5100,5200,2,0.2,0,70,70,19.75,41085,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
33_9099,Protective Service Occupations,Other Protective Service Workers,"Protective Service Workers, All Other",18400,20600,12,1.2,220,260,480,16.86,35048,High school diploma or equivalent,No experience necessary,Short-term on-the-job-training
35_1011,Food Preparation and Serving Related Occupations,Supervisors of Food Preparation and Serving Workers,Chefs and Head Cooks,19900,25200,26.6,2.7,530,300,830,20.22,42054,High school diploma or equivalent,More than 5 years,Apprenticeship
35_1012,Food Preparation and Serving Related Occupations,Supervisors of Food Preparation and Serving Workers,First-Line Supervisors of Food Preparation and Serving Workers,91600,118100,28.9,2.9,2660,2720,5380,15.17,31561,High school diploma or equivalent,Less than 5 years,Apprenticeship
35_2011,Food Preparation and Serving Related Occupations,Cooks and Food Preparation Workers,"Cooks, Fast Food",97e3,99300,2.4,0.2,240,2570,2800,9.68,20130,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_2012,Food Preparation and Serving Related Occupations,Cooks and Food Preparation Workers,"Cooks, Institution and Cafeteria",26500,30600,15.5,1.5,410,700,1110,14.53,30225,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_2013,Food Preparation and Serving Related Occupations,Cooks and Food Preparation Workers,"Cooks, Private Household",2200,2500,13.6,1.4,30,60,90,17.959999999999997,37343,Postsecondary non-degree award,Less than 5 years,Apprenticeship
35_2014,Food Preparation and Serving Related Occupations,Cooks and Food Preparation Workers,"Cooks, Restaurant",122100,167100,36.9,3.7,4500,3230,7730,12.12,25218,No formal educational credential,Less than 5 years,Moderate-term on-the-job-training
35_2015,Food Preparation and Serving Related Occupations,Cooks and Food Preparation Workers,"Cooks, Short Order",22e3,24400,10.9,1.1,230,580,810,11.5,23923,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_2019,Food Preparation and Serving Related Occupations,Cooks and Food Preparation Workers,"Cooks, All Other",2400,2700,12.5,1.3,30,60,90,14.34,29817,No formal educational credential,No experience necessary,Moderate-term on-the-job-training
35_2021,Food Preparation and Serving Related Occupations,Cooks and Food Preparation Workers,Food Preparation Workers,119800,149300,24.6,2.5,2950,3340,6290,10.56,21975,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_3011,Food Preparation and Serving Related Occupations,Food and Beverage Serving Workers,Bartenders,56700,71600,26.3,2.6,1490,2130,3620,11.850000000000001,24647,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_3021,Food Preparation and Serving Related Occupations,Food and Beverage Serving Workers,"Combined Food Preparation and Serving Workers, Including Fast Food",329700,432800,31.3,3.1,10300,10660,20960,9.69,20140,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_3022,Food Preparation and Serving Related Occupations,Food and Beverage Serving Workers,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",55900,67800,21.3,2.1,1190,3360,4550,10.350000000000001,21516,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_3031,Food Preparation and Serving Related Occupations,Food and Beverage Serving Workers,Waiters and Waitresses,262900,321e3,22.1,2.2,5810,12650,18460,11.41,23729,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_3041,Food Preparation and Serving Related Occupations,Food and Beverage Serving Workers,"Food Servers, Nonrestaurant",25400,29900,17.7,1.8,450,620,1070,11.88,24708,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_9011,Food Preparation and Serving Related Occupations,Other Food Preparation and Serving Related Workers,Dining Room and Cafeteria Attendants and Bartender Helpers,65400,81300,24.3,2.4,1590,3270,4860,9.69,20140,No formal educational credential,No experience necessary,Short-term on-the-job-training
35_9021,Food Preparation and Serving Related Occupations,Other Food Preparation and Serving Related Workers,Dishwashers,80700,90800,12.5,1.3,1020,3490,4500,9.729999999999999,20232,No formal educational credential,No experience necessary,Short-term on-the-job-training
